"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 09 09:36:02 GMT 2023","Thu Feb 09 09:36:02 GMT 2023","835","","Login","","Login","LG-2: Login with valid credentials","LG-2: Login with valid credentials",""
"passed","Thu Feb 09 09:35:56 GMT 2023","Thu Feb 09 09:36:02 GMT 2023","5551","","Login","","Login","LG-1: Login with invalid credentials","LG-1: Login with invalid credentials",""
